Comment,Author,Published At,Updated At,Like Count,Cleaned_Tweet,POS_Tags
"thank you!!!! I am 73 years old and all this beautiful music takes me back to mi childhood. I pray for the future geneerations to understand and love this music and continue teaching their children the best season of all, when the Lord came to us because he still has faith in humanity. thank you from Guatemala/Honduras.",@martainesarellanodonaire8211,2022-12-23T16:33:57Z,2022-12-23T16:33:57Z,131,thank you I am years old and all this beautiful music takes me back to mi childhood I pray for the future geneerations to understand and love this music and continue teaching their children the best season of all when the Lord came to us because he still has faith in humanity thank you from GuatemalaHonduras,"[('thank', 'IN'), ('you', 'PRP'), ('I', 'PRP'), ('am', 'VBP'), ('years', 'NNS'), ('old', 'JJ'), ('and', 'CC'), ('all', 'PDT'), ('this', 'DT'), ('beautiful', 'JJ'), ('music', 'NN'), ('takes', 'VBZ'), ('me', 'PRP'), ('back', 'RB'), ('to', 'TO'), ('mi', 'VB'), ('childhood', 'NN'), ('I', 'PRP'), ('pray', 'VBP'), ('for', 'IN'), ('the', 'DT'), ('future', 'JJ'), ('geneerations', 'NNS'), ('to', 'TO'), ('understand', 'VB'), ('and', 'CC'), ('love', 'VB'), ('this', 'DT'), ('music', 'NN'), ('and', 'CC'), ('continue', 'VB'), ('teaching', 'VBG'), ('their', 'PRP$'), ('children', 'NNS'), ('the', 'DT'), ('best', 'JJS'), ('season', 'NN'), ('of', 'IN'), ('all', 'DT'), ('when', 'WRB'), ('the', 'DT'), ('Lord', 'NNP'), ('came', 'VBD'), ('to', 'TO'), ('us', 'PRP'), ('because', 'IN'), ('he', 'PRP'), ('still', 'RB'), ('has', 'VBZ'), ('faith', 'VBN'), ('in', 'IN'), ('humanity', 'NN'), ('thank', 'NN'), ('you', 'PRP'), ('from', 'IN'), ('GuatemalaHonduras', 'NNP')]"
Sangat menenangkan hati dan jiwa. Bagaikan suara Malaikat dari Surga. Selamat Natal saudara saudaraku semua.,@widodosoepangkat1805,2022-12-23T14:28:12Z,2022-12-23T14:28:12Z,9,Sangat menenangkan hati dan jiwa Bagaikan suara Malaikat dari Surga Selamat Natal saudara saudaraku semua,"[('Sangat', 'NNP'), ('menenangkan', 'NN'), ('hati', 'NN'), ('dan', 'NN'), ('jiwa', 'NN'), ('Bagaikan', 'NNP'), ('suara', 'NN'), ('Malaikat', 'NNP'), ('dari', 'NN'), ('Surga', 'NNP'), ('Selamat', 'NNP'), ('Natal', 'NNP'), ('saudara', 'NN'), ('saudaraku', 'NN'), ('semua', 'NN')]"
Beautiful music and you can sing along in English or your own vernacular!,@cheriemorris-tafatu1300,2022-12-23T11:28:54Z,2022-12-23T11:28:54Z,12,Beautiful music and you can sing along in English or your own vernacular,"[('Beautiful', 'JJ'), ('music', 'NN'), ('and', 'CC'), ('you', 'PRP'), ('can', 'MD'), ('sing', 'VB'), ('along', 'RP'), ('in', 'IN'), ('English', 'NNP'), ('or', 'CC'), ('your', 'PRP$'), ('own', 'JJ'), ('vernacular', 'NN')]"
Рождество снова пришло. С Рождеством тебя и твоих близких,@RelaxMusictv2023,2022-12-23T10:14:41Z,2022-12-23T10:14:41Z,7,,[]
magnifique,@cathyedel6555,2022-12-23T04:25:12Z,2022-12-23T04:25:12Z,11,magnifique,"[('magnifique', 'NN')]"
😇🙇‍♀️🙇‍♂️🙏🙏🌲🌹🍀🌹🌲🌹🤗 Amazing Merry<br>Christmas 2022,@ntm6855,2022-12-23T02:49:02Z,2022-12-23T02:51:12Z,7,Amazing MerrybrChristmas,"[('Amazing', 'NNP'), ('MerrybrChristmas', 'NNP')]"
Cant sing with it. Not English.,@MsFred58,2022-12-22T22:37:22Z,2022-12-22T22:37:22Z,3,Cant sing with it Not English,"[('Cant', 'JJ'), ('sing', 'NN'), ('with', 'IN'), ('it', 'PRP'), ('Not', 'RB'), ('English', 'VB')]"
Beautiful!,@wiwarb,2022-12-22T21:39:02Z,2022-12-22T21:39:02Z,20,Beautiful,"[('Beautiful', 'JJ')]"
very very god,@marie-paulross,2022-12-22T01:41:27Z,2022-12-22T01:41:27Z,6,very very god,"[('very', 'RB'), ('very', 'RB'), ('god', 'JJ')]"
"We just posted another Christmas Choir Video here: <a href=""https://youtu.be/n5rWsy6bWuI"">https://youtu.be/n5rWsy6bWuI</a><br>What is your favorite song in the video?",@AmbientMusicParadise,2022-12-20T04:03:42Z,2022-12-20T04:03:42Z,20,We just posted another Christmas Choir Video here a href is your favorite song in the video,"[('We', 'PRP'), ('just', 'RB'), ('posted', 'VBD'), ('another', 'DT'), ('Christmas', 'NNP'), ('Choir', 'NNP'), ('Video', 'NNP'), ('here', 'RB'), ('a', 'DT'), ('href', 'NN'), ('is', 'VBZ'), ('your', 'PRP$'), ('favorite', 'JJ'), ('song', 'NN'), ('in', 'IN'), ('the', 'DT'), ('video', 'NN')]"
Beautiful music but I don&#39;t recognize the language it&#39;s being sung in,@cherylroeben8353,2022-12-20T03:27:56Z,2022-12-20T03:27:56Z,14,Beautiful music but I dont recognize the language its being sung in,"[('Beautiful', 'JJ'), ('music', 'NN'), ('but', 'CC'), ('I', 'PRP'), ('dont', 'VBP'), ('recognize', 'VB'), ('the', 'DT'), ('language', 'NN'), ('its', 'PRP$'), ('being', 'VBG'), ('sung', 'VBN'), ('in', 'IN')]"
聖誕快樂，主降臨，願世界和平❤️,@user-jf8sv6dc9t,2022-12-19T16:44:31Z,2022-12-19T16:44:31Z,9,,[]
"It really is very soulful Christmas music. This music awakens the eternal child that we hold within us and thus, we become children again, sweetly nostalgic for the distant past.",@ArchonAlternative,2022-12-18T15:26:09Z,2022-12-18T15:26:09Z,53,It really is very soulful Christmas music This music awakens the eternal child that we hold within us and thus we become children again sweetly nostalgic for the distant past,"[('It', 'PRP'), ('really', 'RB'), ('is', 'VBZ'), ('very', 'RB'), ('soulful', 'JJ'), ('Christmas', 'NNP'), ('music', 'NN'), ('This', 'DT'), ('music', 'NN'), ('awakens', 'VBZ'), ('the', 'DT'), ('eternal', 'JJ'), ('child', 'NN'), ('that', 'IN'), ('we', 'PRP'), ('hold', 'VBP'), ('within', 'IN'), ('us', 'PRP'), ('and', 'CC'), ('thus', 'RB'), ('we', 'PRP'), ('become', 'VBP'), ('children', 'NNS'), ('again', 'RB'), ('sweetly', 'RB'), ('nostalgic', 'JJ'), ('for', 'IN'), ('the', 'DT'), ('distant', 'JJ'), ('past', 'NN')]"
